Participant,Interaction,Hand,Bone,X,Y,Z,Time
3,1,R,b_r_middle3,0.1671108,2.20304,-0.06347857,2727.687
3,1,R,b_r_ring1,0.1598322,2.131571,-0.09098767,2727.687
3,1,R,b_r_ring2,0.1575889,2.167377,-0.1062729,2727.687
3,1,R,b_r_ring3,0.1655298,2.1768,-0.1298163,2727.687
3,1,R,b_r_pinky0,0.161296,2.087919,-0.1243752,2727.687
3,1,R,b_r_pinky1,0.1443086,2.125701,-0.105194,2727.687
3,1,R,b_r_pinky2,0.1491686,2.151816,-0.1206267,2727.687
3,1,R,b_r_pinky3,0.1561012,2.16195,-0.1368068,2727.687
3,1,R,r_thumb_finger_tip_marker,0.1737592,2.184399,-0.1526917,2727.687
3,1,R,r_index_finger_tip_marker,0.2054697,2.222596,-0.06313037,2727.687
3,1,R,r_middle_finger_tip_marker,0.1631005,2.227323,-0.05913375,2727.687
3,1,R,r_ring_finger_tip_marker,0.1754048,2.181312,-0.1516461,2727.687
3,1,R,r_pinky_finger_tip_marker,0.1659261,2.172695,-0.1532429,2727.687
3,1,L,b_l_wrist,-0.001524243,2.066581,-0.1645195,2740.439
3,1,L,b_l_forearm_stub,-0.001524243,2.066581,-0.1645195,2740.439
3,1,L,b_l_thumb0,-0.005457897,2.091696,-0.1640393,2740.439
3,1,L,b_l_thumb1,-0.008277075,2.116256,-0.1665916,2740.439
3,1,L,b_l_thumb2,-0.004227924,2.148143,-0.1714803,2740.439
3,1,L,b_l_thumb3,0.02232673,2.169043,-0.1715874,2740.439
3,1,L,b_l_index1,0.004136902,2.156602,-0.1234398,2740.439
3,1,L,b_l_index2,0.01261115,2.19242,-0.1142893,2740.439
3,1,L,b_l_index3,0.01835098,2.215542,-0.1094802,2740.439
3,1,L,b_l_middle1,0.02480292,2.148217,-0.1220903,2740.439
3,1,L,b_l_middle2,0.04247305,2.187296,-0.1202704,2740.439
3,1,L,b_l_middle3,0.05399856,2.2123,-0.1193014,2740.439
3,1,L,b_l_ring1,0.04120784,2.139217,-0.1311683,2740.439
3,1,L,b_l_ring2,0.0464138,2.168627,-0.156241,2740.439
3,1,L,b_l_ring3,0.03105423,2.15444,-0.1726413,2740.439
3,1,L,b_l_pinky0,0.0306136,2.093474,-0.1597637,2740.439
3,1,L,b_l_pinky1,0.05502507,2.128953,-0.1446218,2740.439
3,1,L,b_l_pinky2,0.05085987,2.148937,-0.1675789,2740.439
3,1,L,b_l_pinky3,0.03648076,2.141996,-0.1801334,2740.439
3,1,L,l_thumb_finger_tip_marker,0.04520513,2.178096,-0.1724987,2740.439
3,1,L,l_index_finger_tip_marker,0.02512644,2.236115,-0.1038153,2740.439
3,1,L,l_middle_finger_tip_marker,0.06539072,2.234298,-0.1159973,2740.439
3,1,L,l_ring_finger_tip_marker,0.02223101,2.134748,-0.1612927,2740.439
3,1,L,l_pinky_finger_tip_marker,0.02383238,2.125094,-0.1740944,2740.439
3,1,R,b_r_wrist,0.1868167,2.051216,-0.1316681,2740.439
3,1,R,b_r_forearm_stub,0.1868167,2.051216,-0.1316681,2740.439
3,1,R,b_r_thumb0,0.1959533,2.074526,-0.1272396,2740.439
3,1,R,b_r_thumb1,0.202325,2.098533,-0.1264092,2740.439
3,1,R,b_r_thumb2,0.2010655,2.12989,-0.1349074,2740.439
3,1,R,b_r_thumb3,0.1835341,2.158684,-0.1372654,2740.439
3,1,R,b_r_index1,0.2006403,2.132124,-0.07611529,2740.439
3,1,R,b_r_index2,0.2050288,2.168286,-0.06555479,2740.439
3,1,R,b_r_index3,0.2074973,2.191552,-0.05897694,2740.439
3,1,R,b_r_middle1,0.1786865,2.128066,-0.07522643,2740.439
3,1,R,b_r_middle2,0.1726381,2.166979,-0.0581409,2740.439
3,1,R,b_r_middle3,0.1696212,2.193985,-0.05360689,2740.439
3,1,R,b_r_ring1,0.1606653,2.124316,-0.08490667,2740.439
3,1,R,b_r_ring2,0.1588624,2.161038,-0.09790404,2740.439
3,1,R,b_r_ring3,0.1666728,2.171474,-0.1210612,2740.439
3,1,R,b_r_pinky0,0.1611086,2.082932,-0.1210938,2740.439
3,1,R,b_r_pinky1,0.1448641,2.119563,-0.0992238,2740.439
3,1,R,b_r_pinky2,0.1496185,2.146728,-0.1127589,2740.439
3,1,R,b_r_pinky3,0.1563843,2.157956,-0.1282739,2740.439
3,1,R,r_thumb_finger_tip_marker,0.1753053,2.181216,-0.1428138,2740.439
3,1,R,r_index_finger_tip_marker,0.2082447,2.212722,-0.05172844,2740.439
3,1,R,r_middle_finger_tip_marker,0.1661595,2.218119,-0.04811023,2740.439
3,1,R,r_ring_finger_tip_marker,0.1764325,2.176488,-0.1428331,2740.439
3,1,R,r_pinky_finger_tip_marker,0.1661097,2.169666,-0.1440982,2740.439
3,1,L,b_l_wrist,-0.00253416,2.063033,-0.1606458,2755.207
3,1,L,b_l_forearm_stub,-0.00253416,2.063033,-0.1606458,2755.207
3,1,L,b_l_thumb0,-0.006600365,2.088076,-0.1589777,2755.207
3,1,L,b_l_thumb1,-0.009551132,2.112714,-0.1603532,2755.207
3,1,L,b_l_thumb2,-0.005718334,2.144867,-0.1632864,2755.207
3,1,L,b_l_thumb3,0.02046307,2.166194,-0.1620032,2755.207
3,1,L,b_l_index1,0.002474912,2.151002,-0.1152605,2755.207
3,1,L,b_l_index2,0.01033913,2.186417,-0.1041967,2755.207
3,1,L,b_l_index3,0.0156931,2.209362,-0.09823318,2755.207
3,1,L,b_l_middle1,0.02317797,2.142664,-0.1142179,2755.207
3,1,L,b_l_middle2,0.04035472,2.181729,-0.1095658,2755.207
3,1,L,b_l_middle3,0.05158566,2.206719,-0.1066823,2755.207
3,1,L,b_l_ring1,0.03966995,2.134193,-0.1236403,2755.207
3,1,L,b_l_ring2,0.0451862,2.165137,-0.1467213,2755.207
3,1,L,b_l_ring3,0.02999321,2.151927,-0.1640656,2755.207
3,1,L,b_l_pinky0,0.02944187,2.089826,-0.154451,2755.207
3,1,L,b_l_pinky1,0.05360052,2.124657,-0.1375061,2755.207
3,1,L,b_l_pinky2,0.05008686,2.146232,-0.1590913,2755.207
3,1,L,b_l_pinky3,0.03572126,2.140304,-0.1721698,2755.207
3,1,L,l_thumb_finger_tip_marker,0.04290475,2.176316,-0.1623661,2755.207
3,1,L,l_index_finger_tip_marker,0.02210832,2.229767,-0.09162037,2755.207
3,1,L,l_middle_finger_tip_marker,0.06271173,2.22849,-0.1014995,2755.207
3,1,L,l_ring_finger_tip_marker,0.02117402,2.131629,-0.1538381,2755.207
3,1,L,l_pinky_finger_tip_marker,0.02293272,2.123199,-0.1670733,2755.207
3,1,R,b_r_wrist,0.1861819,2.046901,-0.1308212,2755.207
3,1,R,b_r_forearm_stub,0.1861819,2.046901,-0.1308212,2755.207
3,1,R,b_r_thumb0,0.1956383,2.06981,-0.1251451,2755.207
3,1,R,b_r_thumb1,0.2024316,2.093614,-0.1229351,2755.207
3,1,R,b_r_thumb2,0.2016212,2.125444,-0.1295132,2755.207
3,1,R,b_r_thumb3,0.1845099,2.154582,-0.1299206,2755.207
3,1,R,b_r_index1,0.2016469,2.124216,-0.0707657,2755.207
3,1,R,b_r_index2,0.2067603,2.159584,-0.05805805,2755.207
3,1,R,b_r_index3,0.2096919,2.182354,-0.05008579,2755.207
3,1,R,b_r_middle1,0.1796624,2.120342,-0.06981597,2755.207
3,1,R,b_r_middle2,0.1744509,2.15832,-0.05049596,2755.207
3,1,R,b_r_middle3,0.1719511,2.185134,-0.04469037,2755.207
3,1,R,b_r_ring1,0.1614742,2.117363,-0.07945174,2755.207
3,1,R,b_r_ring2,0.160041,2.154814,-0.09022635,2755.207
3,1,R,b_r_ring3,0.1676996,2.166325,-0.1129197,2755.207
3,1,R,b_r_pinky0,0.1609745,2.078201,-0.1180312,2755.207
3,1,R,b_r_pinky1,0.1454334,2.113635,-0.09380597,2755.207
3,1,R,b_r_pinky2,0.1501014,2.141675,-0.1054552,2755.207
3,1,R,b_r_pinky3,0.156694,2.153953,-0.1202318,2755.207
3,1,R,r_thumb_finger_tip_marker,0.1768059,2.177596,-0.1340692,2755.207
3,1,R,r_index_finger_tip_marker,0.2108779,2.202995,-0.04149475,2755.207
3,1,R,r_middle_finger_tip_marker,0.1689864,2.20906,-0.0381004,2755.207
3,1,R,r_ring_finger_tip_marker,0.1773215,2.171957,-0.1346017,2755.207
3,1,R,r_pinky_finger_tip_marker,0.1662851,2.166646,-0.1353655,2755.207
3,1,L,b_l_wrist,-0.004620453,2.060615,-0.1572328,2767.994
3,1,L,b_l_forearm_stub,-0.004620453,2.060615,-0.1572328,2767.994
3,1,L,b_l_thumb0,-0.008746132,2.085575,-0.1546891,2767.994
3,1,L,b_l_thumb1,-0.0117653,2.110239,-0.1551515,2767.994
3,1,L,b_l_thumb2,-0.008096678,2.142529,-0.1561263,2767.994
3,1,L,b_l_thumb3,0.01805587,2.163717,-0.1531124,2767.994
3,1,L,b_l_index1,-0.0006022691,2.146786,-0.1084277,2767.994
3,1,L,b_l_index2,0.006936257,2.181835,-0.09604865,2767.994
3,1,L,b_l_index3,0.01210159,2.204618,-0.08934674,2767.994
3,1,L,b_l_middle1,0.02008535,2.138421,-0.1072967,2767.994
3,1,L,b_l_middle2,0.03691456,2.177258,-0.1001443,2767.994
3,1,L,b_l_middle3,0.04793482,2.202095,-0.09559518,2767.994
3,1,L,b_l_ring1,0.03676894,2.130322,-0.1167091,2767.994
3,1,L,b_l_ring2,0.04313933,2.162496,-0.1378029,2767.994
3,1,L,b_l_ring3,0.02833692,2.150416,-0.1562723,2767.994
3,1,L,b_l_pinky0,0.02719805,2.087162,-0.149389,2767.994
3,1,L,b_l_pinky1,0.05098023,2.121328,-0.1306519,2767.994
3,1,L,b_l_pinky2,0.0483913,2.144145,-0.1510589,2767.994
3,1,L,b_l_pinky3,0.03429253,2.139021,-0.1647531,2767.994
3,1,L,l_thumb_finger_tip_marker,0.04059695,2.173599,-0.1524397,2767.994
3,1,L,l_index_finger_tip_marker,0.01832157,2.224879,-0.0821318,2767.994
3,1,L,l_middle_finger_tip_marker,0.0588115,2.223562,-0.08884981,2767.994
3,1,L,l_ring_finger_tip_marker,0.01916442,2.129664,-0.1473496,2767.994
3,1,L,l_pinky_finger_tip_marker,0.02147817,2.121721,-0.1604391,2767.994
3,1,R,b_r_wrist,0.1854988,2.044412,-0.1326182,2767.994
3,1,R,b_r_forearm_stub,0.1854988,2.044412,-0.1326182,2767.994
3,1,R,b_r_thumb0,0.1951921,2.066864,-0.1256634,2767.994
3,1,R,b_r_thumb1,0.2021628,2.090445,-0.1220576,2767.994
3,1,R,b_r_thumb2,0.2014684,2.122668,-0.1263324,2767.994
3,1,R,b_r_thumb3,0.1847686,2.151981,-0.1243653,2767.994
3,1,R,b_r_index1,0.2025456,2.117624,-0.06802121,2767.994
3,1,R,b_r_index2,0.2081141,2.15204,-0.05308752,2767.994
3,1,R,b_r_index3,0.2113348,2.174219,-0.04368578,2767.994
3,1,R,b_r_middle1,0.1805614,2.113795,-0.06689706,2767.994
3,1,R,b_r_middle2,0.1758235,2.150612,-0.0453372,2767.994
3,1,R,b_r_middle3,0.173632,2.177237,-0.03860835,2767.994
3,1,R,b_r_ring1,0.1621763,2.111525,-0.07635037,2767.994
3,1,R,b_r_ring2,0.1609438,2.149592,-0.0847217,2767.994
3,1,R,b_r_ring3,0.1683081,2.162134,-0.1069616,2767.994
3,1,R,b_r_pinky0,0.1607185,2.074934,-0.1173539,2767.994
3,1,R,b_r_pinky1,0.1458439,2.108802,-0.09060135,2767.994
3,1,R,b_r_pinky2,0.1504335,2.137462,-0.1006654,2767.994
3,1,R,b_r_pinky3,0.1569212,2.150434,-0.1148843,2767.994
3,1,R,r_thumb_finger_tip_marker,0.177437,2.175362,-0.1267672,2767.994
3,1,R,r_index_finger_tip_marker,0.2128069,2.194212,-0.03371675,2767.994
3,1,R,r_middle_finger_tip_marker,0.171003,2.201005,-0.03134129,2767.994
3,1,R,r_ring_finger_tip_marker,0.1776101,2.16851,-0.1285771,2767.994
3,1,R,r_pinky_finger_tip_marker,0.1664414,2.16375,-0.1295195,2767.994
3,1,L,b_l_wrist,-0.006571067,2.058235,-0.1540214,2783.856
3,1,L,b_l_forearm_stub,-0.006571067,2.058235,-0.1540214,2783.856
3,1,L,b_l_thumb0,-0.01077072,2.083079,-0.1506185,2783.856
3,1,L,b_l_thumb1,-0.01386776,2.107734,-0.1501885,2783.856
3,1,L,b_l_thumb2,-0.01039343,2.140048,-0.149289,2783.856
3,1,L,b_l_thumb3,0.01566104,2.161063,-0.1446508,2783.856
3,1,L,b_l_index1,-0.003523232,2.142518,-0.1019591,2783.856
3,1,L,b_l_index2,0.003656452,2.177151,-0.08826715,2783.856
3,1,L,b_l_index3,0.008613912,2.199738,-0.08078938,2783.856
3,1,L,b_l_middle1,0.01715083,2.134127,-0.1007737,2783.856
3,1,L,b_l_middle2,0.03358872,2.172618,-0.09123611,2783.856
3,1,L,b_l_middle3,0.04436387,2.197224,-0.08511964,2783.856
3,1,L,b_l_ring1,0.03400875,2.126395,-0.110184,2783.856
3,1,L,b_l_ring2,0.04109146,2.159637,-0.129301,2783.856
3,1,L,b_l_ring3,0.02667709,2.148667,-0.1487437,2783.856
3,1,L,b_l_pinky0,0.02507159,2.084485,-0.144623,2783.856
3,1,L,b_l_pinky1,0.04847644,2.117937,-0.1241984,2783.856
3,1,L,b_l_pinky2,0.04670982,2.141872,-0.1433744,2783.856
3,1,L,b_l_pinky3,0.03286242,2.137556,-0.1575931,2783.856
3,1,L,l_thumb_finger_tip_marker,0.03819643,2.170849,-0.14304,2783.856
3,1,L,l_index_finger_tip_marker,0.01462512,2.219821,-0.07292961,2783.856
3,1,L,l_middle_finger_tip_marker,0.05496493,2.218315,-0.07690673,2783.856
3,1,L,l_ring_finger_tip_marker,0.01723141,2.127539,-0.1410748,2783.856
3,1,L,l_pinky_finger_tip_marker,0.02002231,2.120098,-0.1540575,2783.856
3,1,R,b_r_wrist,0.1848534,2.041909,-0.1340944,2783.856
3,1,R,b_r_forearm_stub,0.1848534,2.041909,-0.1340944,2783.856
3,1,R,b_r_thumb0,0.194802,2.063849,-0.1259624,2783.856
3,1,R,b_r_thumb1,0.2019842,2.087129,-0.1210532,2783.856
3,1,R,b_r_thumb2,0.2014503,2.119564,-0.1232363,2783.856
3,1,R,b_r_thumb3,0.1851718,2.14889,-0.1191153,2783.856
3,1,R,b_r_index1,0.203472,2.110968,-0.06548203,2783.856
3,1,R,b_r_index2,0.2095256,2.14433,-0.04848664,2783.856
3,1,R,b_r_index3,0.213055,2.165847,-0.03775302,2783.856
3,1,R,b_r_middle1,0.1814885,2.107186,-0.0641991,2783.856
3,1,R,b_r_middle2,0.1772411,2.142761,-0.04055409,2783.856
3,1,R,b_r_middle3,0.1753551,2.16916,-0.03290489,2783.856
3,1,R,b_r_ring1,0.1629267,2.105586,-0.07344206,2783.856
3,1,R,b_r_ring2,0.1619127,2.144103,-0.07945476,2783.856
3,1,R,b_r_ring3,0.168997,2.157694,-0.1011628,2783.856
3,1,R,b_r_pinky0,0.1605288,2.071567,-0.1165615,2783.856
3,1,R,b_r_pinky1,0.1463303,2.103816,-0.0875374,2783.856
3,1,R,b_r_pinky2,0.15085,2.133013,-0.09595491,2783.856
3,1,R,b_r_pinky3,0.1572168,2.146707,-0.1095372,2783.856
3,1,R,r_thumb_finger_tip_marker,0.1782242,2.172497,-0.1199286,2783.856
3,1,R,r_index_finger_tip_marker,0.2148302,2.185126,-0.0265093,2783.856
3,1,R,r_middle_finger_tip_marker,0.1730502,2.192739,-0.02494606,2783.856
3,1,R,r_ring_finger_tip_marker,0.1779923,2.16486,-0.1226604,2783.856
3,1,R,r_pinky_finger_tip_marker,0.1666369,2.160705,-0.1235893,2783.856
3,1,L,b_l_wrist,-0.006435318,2.057373,-0.1528962,2796.538
3,1,L,b_l_forearm_stub,-0.006435318,2.057373,-0.1528962,2796.538
3,1,L,b_l_thumb0,-0.01095034,2.082039,-0.1486955,2796.538
3,1,L,b_l_thumb1,-0.01424122,2.106643,-0.1474827,2796.538
3,1,L,b_l_thumb2,-0.01109998,2.138912,-0.1450444,2796.538
3,1,L,b_l_thumb3,0.01480235,2.159766,-0.139032,2796.538
3,1,L,b_l_index1,-0.005059531,2.139813,-0.0978944,2796.538
3,1,L,b_l_index2,0.001783927,2.174154,-0.08332171,2796.538
3,1,L,b_l_index3,0.006538802,2.196657,-0.07547016,2796.538
3,1,L,b_l_middle1,0.0156833,2.131597,-0.09668828,2796.538
3,1,L,b_l_middle2,0.031636,2.169816,-0.08539763,2796.538
3,1,L,b_l_middle3,0.04210315,2.194243,-0.07813493,2796.538
3,1,L,b_l_ring1,0.0327603,2.12437,-0.1061052,2796.538
3,1,L,b_l_ring2,0.04022535,2.158507,-0.1234143,2796.538
3,1,L,b_l_ring3,0.02614781,2.1488,-0.1437551,2796.538
3,1,L,b_l_pinky0,0.02478228,2.0836,-0.1421122,2796.538
3,1,L,b_l_pinky1,0.04752333,2.116554,-0.1201844,2796.538
3,1,L,b_l_pinky2,0.04628833,2.141502,-0.1380681,2796.538
3,1,L,b_l_pinky3,0.0327474,2.137946,-0.1527839,2796.538
3,1,L,l_thumb_finger_tip_marker,0.037389,2.169262,-0.1366081,2796.538
3,1,L,l_index_finger_tip_marker,0.01235836,2.216712,-0.0673961,2796.538
3,1,L,l_middle_finger_tip_marker,0.05239709,2.215058,-0.06889364,2796.538
3,1,L,l_ring_finger_tip_marker,0.01649928,2.127338,-0.1373774,2796.538
3,1,L,l_pinky_finger_tip_marker,0.0199788,2.120276,-0.1501603,2796.538
3,1,R,b_r_wrist,0.1844367,2.039769,-0.133607,2796.538
3,1,R,b_r_forearm_stub,0.1844367,2.039769,-0.133607,2796.538
3,1,R,b_r_thumb0,0.1945751,2.061347,-0.1247722,2796.538
3,1,R,b_r_thumb1,0.201954,2.08438,-0.1190565,2796.538
3,1,R,b_r_thumb2,0.2016309,2.116884,-0.1197702,2796.538
3,1,R,b_r_thumb3,0.1854686,2.146016,-0.1141055,2796.538
3,1,R,b_r_index1,0.2042537,2.10606,-0.06264035,2796.538
3,1,R,b_r_index2,0.2106104,2.138656,-0.04432163,2796.538
3,1,R,b_r_index3,0.2143324,2.159694,-0.03273615,2796.538
3,1,R,b_r_middle1,0.1822769,2.102296,-0.06119583,2796.538
3,1,R,b_r_middle2,0.1782587,2.136926,-0.03614791,2796.538
3,1,R,b_r_middle3,0.1765556,2.163268,-0.02826246,2796.538
3,1,R,b_r_ring1,0.1635826,2.101112,-0.07023183,2796.538
3,1,R,b_r_ring2,0.16254,2.139861,-0.07448668,2796.538
3,1,R,b_r_ring3,0.1693761,2.154287,-0.09573065,2796.538
3,1,R,b_r_pinky0,0.1604638,2.068797,-0.1145984,2796.538
3,1,R,b_r_pinky1,0.1467852,2.099939,-0.08415036,2796.538
3,1,R,b_r_pinky2,0.1511959,2.129432,-0.09152699,2796.538
3,1,R,b_r_pinky3,0.1574702,2.143547,-0.1047164,2796.538
3,1,R,r_thumb_finger_tip_marker,0.1784959,2.169626,-0.1137324,2796.538
3,1,R,r_index_finger_tip_marker,0.2162998,2.178464,-0.02069216,2796.538
3,1,R,r_middle_finger_tip_marker,0.1744635,2.18685,-0.02025526,2796.538
3,1,R,r_ring_finger_tip_marker,0.1781327,2.162143,-0.1170854,2796.538
3,1,R,r_pinky_finger_tip_marker,0.1668478,2.157872,-0.1184638,2796.538
3,1,L,b_l_wrist,-0.006377888,2.056409,-0.1517334,2809.482
3,1,L,b_l_forearm_stub,-0.006377888,2.056409,-0.1517334,2809.482
3,1,L,b_l_thumb0,-0.01119662,2.08087,-0.1467459,2809.482
3,1,L,b_l_thumb1,-0.01467696,2.105397,-0.1447537,2809.482
3,1,L,b_l_thumb2,-0.01187265,2.137548,-0.1408096,2809.482
3,1,L,b_l_thumb3,0.01384763,2.158204,-0.1334778,2809.482
3,1,L,b_l_index1,-0.006585279,2.136898,-0.09389768,2809.482
3,1,L,b_l_index2,-9.640539E-05,2.1709,-0.07839933,2809.482
3,1,L,b_l_index3,0.004445682,2.193289,-0.07010751,2809.482
3,1,L,b_l_middle1,0.01421995,2.128842,-0.09268327,2809.482
3,1,L,b_l_middle2,0.02968584,2.16671,-0.07966297,2809.482
3,1,L,b_l_middle3,0.03984251,2.190907,-0.07127783,2809.482
3,1,L,b_l_ring1,0.0314967,2.122109,-0.1021021,2809.482
3,1,L,b_l_ring2,0.03927184,2.157032,-0.1176143,2809.482
3,1,L,b_l_ring3,0.02551803,2.148559,-0.1387137,2809.482
3,1,L,b_l_pinky0,0.0244243,2.082541,-0.1396076,2809.482
3,1,L,b_l_pinky1,0.04653008,2.114928,-0.116233,2809.482
3,1,L,b_l_pinky2,0.04575333,2.140789,-0.1327959,2809.482
3,1,L,b_l_pinky3,0.03249694,2.137999,-0.1479298,2809.482
3,1,L,l_thumb_finger_tip_marker,0.0364281,2.167489,-0.1302971,2809.482
3,1,L,l_index_finger_tip_marker,0.01006561,2.213284,-0.06174714,2809.482
3,1,L,l_middle_finger_tip_marker,0.04983031,2.211399,-0.06103131,2809.482
3,1,L,l_ring_finger_tip_marker,0.01572183,2.126832,-0.1335742,2809.482
3,1,L,l_pinky_finger_tip_marker,0.01980529,2.120165,-0.1462011,2809.482
3,1,R,b_r_wrist,0.1840256,2.037583,-0.1330606,2809.482
3,1,R,b_r_forearm_stub,0.1840256,2.037583,-0.1330606,2809.482
3,1,R,b_r_thumb0,0.194367,2.05877,-0.123542,2809.482
3,1,R,b_r_thumb1,0.2019595,2.081523,-0.1170382,2809.482
3,1,R,b_r_thumb2,0.201866,2.114029,-0.1163585,2809.482
3,1,R,b_r_thumb3,0.1858487,2.14292,-0.1092361,2809.482
3,1,R,b_r_index1,0.2050519,2.10103,-0.05987688,2809.482
3,1,R,b_r_index2,0.2117393,2.132804,-0.04027702,2809.482
3,1,R,b_r_index3,0.2156719,2.153325,-0.02786299,2809.482
3,1,R,b_r_middle1,0.1830815,2.09729,-0.05828163,2809.482
3,1,R,b_r_middle2,0.1793234,2.130924,-0.03187368,2809.482
3,1,R,b_r_middle3,0.1778085,2.157186,-0.02368852,2809.482
3,1,R,b_r_ring1,0.1642637,2.096519,-0.06710359,2809.482
3,1,R,b_r_ring2,0.1632355,2.135421,-0.06960589,2809.482
3,1,R,b_r_ring3,0.1698468,2.150676,-0.09033512,2809.482
3,1,R,b_r_pinky0,0.1604244,2.065943,-0.1126309,2809.482
3,1,R,b_r_pinky1,0.1472776,2.09594,-0.08082915,2809.482
3,1,R,b_r_pinky2,0.1515993,2.125698,-0.08711275,2809.482
3,1,R,b_r_pinky3,0.1577811,2.140254,-0.09985949,2809.482
3,1,R,r_thumb_finger_tip_marker,0.1788931,2.166491,-0.1077396,2809.482
3,1,R,r_index_finger_tip_marker,0.2178471,2.171552,-0.01504518,2809.482
3,1,R,r_middle_finger_tip_marker,0.1759278,2.180745,-0.01556073,2809.482
3,1,R,r_ring_finger_tip_marker,0.1783824,2.159233,-0.1115093,2809.482
3,1,R,r_pinky_finger_tip_marker,0.1671056,2.15495,-0.1132461,2809.482
3,1,L,b_l_wrist,-0.006382429,2.055365,-0.1505422,2826.767
3,1,L,b_l_forearm_stub,-0.006382429,2.055365,-0.1505422,2826.767
3,1,L,b_l_thumb0,-0.01149622,2.079595,-0.1447801,2826.767
3,1,L,b_l_thumb1,-0.01515882,2.104021,-0.1420147,2826.767
3,1,L,b_l_thumb2,-0.01269388,2.135981,-0.1365803,2826.767
3,1,L,b_l_thumb3,0.01282847,2.156386,-0.1279659,2826.767
3,1,L,b_l_index1,-0.008102008,2.133802,-0.08997717,2826.767
3,1,L,b_l_index2,-0.001967798,2.167441,-0.07356711,2826.767
3,1,L,b_l_index3,0.002362238,2.189701,-0.06482633,2826.767
3,1,L,b_l_middle1,0.01276072,2.125896,-0.08876352,2826.767
3,1,L,b_l_middle2,0.02773994,2.163331,-0.07403283,2826.767
3,1,L,b_l_middle3,0.03758543,2.187247,-0.0645429,2826.767
3,1,L,b_l_ring1,0.03022136,2.119648,-0.09817737,2826.767
3,1,L,b_l_ring2,0.03826419,2.155258,-0.1118877,2826.767
3,1,L,b_l_ring3,0.02481605,2.148026,-0.1336361,2826.767
3,1,L,b_l_pinky0,0.02401141,2.081338,-0.1371142,2826.767
3,1,L,b_l_pinky1,0.04550451,2.113095,-0.1123454,2826.767
3,1,L,b_l_pinky2,0.04512893,2.13978,-0.1275608,2826.767
3,1,L,b_l_pinky3,0.03213669,2.137758,-0.143042,2826.767
3,1,L,l_thumb_finger_tip_marker,0.03537228,2.165484,-0.1240643,2826.767
3,1,L,l_index_finger_tip_marker,0.007784566,2.209622,-0.05616616,2826.767
3,1,L,l_middle_finger_tip_marker,0.04726903,2.207364,-0.05330903,2826.767
3,1,L,l_ring_finger_tip_marker,0.01490058,2.126102,-0.1297072,2826.767
3,1,L,l_pinky_finger_tip_marker,0.01953266,2.119799,-0.1421808,2826.767
3,1,R,b_r_wrist,0.1836192,2.035364,-0.1324684,2826.767
3,1,R,b_r_forearm_stub,0.1836192,2.035364,-0.1324684,2826.767
3,1,R,b_r_thumb0,0.1941743,2.056133,-0.1222865,2826.767
3,1,R,b_r_thumb1,0.2019965,2.078574,-0.115014,2826.767
3,1,R,b_r_thumb2,0.2021552,2.111023,-0.1129919,2826.767
3,1,R,b_r_thumb3,0.1863038,2.139626,-0.1044732,2826.767
3,1,R,b_r_index1,0.2058611,2.095896,-0.05720504,2826.767
3,1,R,b_r_index2,0.2128996,2.126792,-0.0363632,2826.767
3,1,R,b_r_index3,0.2170561,2.146757,-0.02314308,2826.767
3,1,R,b_r_middle1,0.1838969,2.092183,-0.05546731,2826.767
3,1,R,b_r_middle2,0.1804174,2.124773,-0.02774504,2826.767
3,1,R,b_r_middle3,0.1790937,2.150938,-0.01922343,2826.767
3,1,R,b_r_ring1,0.1649641,2.091821,-0.06406654,2826.767
3,1,R,b_r_ring2,0.1639845,2.130798,-0.06481393,2826.767
3,1,R,b_r_ring3,0.1703939,2.146871,-0.08498123,2826.767
3,1,R,b_r_pinky0,0.1604065,2.063016,-0.1106697,2826.767
3,1,R,b_r_pinky1,0.1478005,2.09183,-0.07758195,2826.767
3,1,R,b_r_pinky2,0.1520511,2.121816,-0.08273324,2826.767
3,1,R,b_r_pinky3,0.1581458,2.136816,-0.09499728,2826.767
3,1,R,r_thumb_finger_tip_marker,0.1793942,2.163117,-0.1018956,2826.767
3,1,R,r_index_finger_tip_marker,0.2194505,2.164406,-0.009576177,2826.767
3,1,R,r_middle_finger_tip_marker,0.1774236,2.174458,-0.01093658,2826.767
3,1,R,r_ring_finger_tip_marker,0.1787262,2.156127,-0.1059406,2826.767
3,1,R,r_pinky_finger_tip_marker,0.1674177,2.151901,-0.1079823,2826.767
3,1,L,b_l_wrist,-0.00616059,2.05414,-0.150508,2840.31
3,1,L,b_l_forearm_stub,-0.00616059,2.05414,-0.150508,2840.31
3,1,L,b_l_thumb0,-0.01142639,2.078225,-0.144291,2840.31
3,1,L,b_l_thumb1,-0.01515766,2.10258,-0.141041,2840.31
3,1,L,b_l_thumb2,-0.0127595,2.134452,-0.1350828,2840.31
3,1,L,b_l_thumb3,0.0126249,2.154663,-0.1256425,2840.31
3,1,L,b_l_index1,-0.009242123,2.131144,-0.08818343,2840.31
3,1,L,b_l_index2,-0.003303646,2.164559,-0.07125194,2840.31
3,1,L,b_l_index3,0.0009395834,2.186777,-0.06236315,2840.31
3,1,L,b_l_middle1,0.0116021,2.123231,-0.08672228,2840.31
3,1,L,b_l_middle2,0.02608192,2.160454,-0.0709883,2840.31
3,1,L,b_l_middle3,0.03559282,2.184313,-0.06102537,2840.31
