Participant,Interaction,Hand,Bone,X,Y,Z,Time
3,1,R,b_r_thumb1,0.2163791,2.106056,-0.1585468,1714.364
3,1,R,b_r_thumb2,0.205588,2.135143,-0.1682706,1714.364
3,1,R,b_r_thumb3,0.1792802,2.15622,-0.1706404,1714.364
3,1,R,b_r_index1,0.2110949,2.150054,-0.1156199,1714.364
3,1,R,b_r_index2,0.2090938,2.187703,-0.1114976,1714.364
3,1,R,b_r_index3,0.207906,2.211945,-0.1127521,1714.364
3,1,R,b_r_middle1,0.1897726,2.143376,-0.1156931,1714.364
3,1,R,b_r_middle2,0.1717452,2.180475,-0.1037992,1714.364
3,1,R,b_r_middle3,0.1605734,2.205264,-0.09936595,1714.364
3,1,R,b_r_ring1,0.1735225,2.135136,-0.125721,1714.364
3,1,R,b_r_ring2,0.1721658,2.16261,-0.1533624,1714.364
3,1,R,b_r_ring3,0.1881924,2.153036,-0.1722735,1714.364
3,1,R,b_r_pinky0,0.1827439,2.087084,-0.1507863,1714.364
3,1,R,b_r_pinky1,0.1601124,2.125177,-0.1398008,1714.364
3,1,R,b_r_pinky2,0.1676182,2.142919,-0.1637306,1714.364
3,1,R,b_r_pinky3,0.183418,2.135704,-0.1742602,1714.364
3,1,R,r_thumb_finger_tip_marker,0.1551383,2.161006,-0.1699499,1714.364
3,1,R,r_index_finger_tip_marker,0.2047685,2.233932,-0.109921,1714.364
3,1,R,r_middle_finger_tip_marker,0.1488427,2.225391,-0.09031364,1714.364
3,1,R,r_ring_finger_tip_marker,0.2021416,2.133062,-0.1713252,1714.364
3,1,R,r_pinky_finger_tip_marker,0.1982238,2.120204,-0.1694994,1714.364
3,1,L,b_l_wrist,-0.03424976,2.060863,-0.1563386,1729.891
3,1,L,b_l_forearm_stub,-0.03424976,2.060863,-0.1563386,1729.891
3,1,L,b_l_thumb0,-0.03045072,2.085365,-0.1619649,1729.891
3,1,L,b_l_thumb1,-0.02406266,2.107733,-0.1707134,1729.891
3,1,L,b_l_thumb2,-0.00849921,2.133909,-0.1820991,1729.891
3,1,L,b_l_thumb3,0.02395379,2.143331,-0.1821909,1729.891
3,1,L,b_l_index1,-0.003891831,2.152994,-0.1359984,1729.891
3,1,L,b_l_index2,0.00720257,2.186719,-0.1226585,1729.891
3,1,L,b_l_index3,0.01576996,2.209304,-0.1199734,1729.891
3,1,L,b_l_middle1,0.01318467,2.139777,-0.1302584,1729.891
3,1,L,b_l_middle2,0.03151885,2.173336,-0.1107547,1729.891
3,1,L,b_l_middle3,0.04526069,2.197169,-0.1093008,1729.891
3,1,L,b_l_ring1,0.02656844,2.124578,-0.1349921,1729.891
3,1,L,b_l_ring2,0.04294708,2.148481,-0.1610904,1729.891
3,1,L,b_l_ring3,0.02786566,2.134894,-0.17824,1729.891
3,1,L,b_l_pinky0,0.004201675,2.077993,-0.153751,1729.891
3,1,L,b_l_pinky1,0.03733821,2.107839,-0.1439957,1729.891
3,1,L,b_l_pinky2,0.04316745,2.126731,-0.1675087,1729.891
3,1,L,b_l_pinky3,0.02861288,2.114172,-0.1740638,1729.891
3,1,L,l_thumb_finger_tip_marker,0.04515148,2.132619,-0.1757005,1729.891
3,1,L,l_index_finger_tip_marker,0.02437194,2.228846,-0.1132366,1729.891
3,1,L,l_middle_finger_tip_marker,0.05801826,2.218384,-0.1058607,1729.891
3,1,L,l_ring_finger_tip_marker,0.01170414,2.118367,-0.1704899,1729.891
3,1,L,l_pinky_finger_tip_marker,0.01951126,2.10275,-0.1576672,1729.891
3,1,R,b_r_wrist,0.213091,2.057581,-0.1510698,1729.891
3,1,R,b_r_forearm_stub,0.213091,2.057581,-0.1510698,1729.891
3,1,R,b_r_thumb0,0.2189977,2.082305,-0.1516127,1729.891
3,1,R,b_r_thumb1,0.2165825,2.106047,-0.1585499,1729.891
3,1,R,b_r_thumb2,0.2057865,2.135095,-0.1683858,1729.891
3,1,R,b_r_thumb3,0.1794605,2.156133,-0.1709053,1729.891
3,1,R,b_r_index1,0.2111044,2.150173,-0.1157666,1729.891
3,1,R,b_r_index2,0.2090685,2.187838,-0.1118111,1729.891
3,1,R,b_r_index3,0.2078779,2.212074,-0.1131885,1729.891
3,1,R,b_r_middle1,0.1897868,2.143482,-0.1159176,1729.891
3,1,R,b_r_middle2,0.1716777,2.180582,-0.1041544,1729.891
3,1,R,b_r_middle3,0.1604636,2.205366,-0.09979691,1729.891
3,1,R,b_r_ring1,0.1735877,2.135202,-0.1259955,1729.891
3,1,R,b_r_ring2,0.172305,2.16261,-0.1537064,1729.891
3,1,R,b_r_ring3,0.1884362,2.153023,-0.1725219,1729.891
3,1,R,b_r_pinky0,0.1829529,2.087083,-0.150878,1729.891
3,1,R,b_r_pinky1,0.1602481,2.125194,-0.1401072,1729.891
3,1,R,b_r_pinky2,0.1678268,2.142889,-0.1640487,1729.891
3,1,R,b_r_pinky3,0.18369,2.135664,-0.1744748,1729.891
3,1,R,r_thumb_finger_tip_marker,0.1553045,2.160859,-0.1703034,1729.891
3,1,R,r_index_finger_tip_marker,0.2047185,2.234071,-0.1104693,1729.891
3,1,R,r_middle_finger_tip_marker,0.1486758,2.225488,-0.09080894,1729.891
3,1,R,r_ring_finger_tip_marker,0.2024092,2.133073,-0.1714364,1729.891
3,1,R,r_pinky_finger_tip_marker,0.1984798,2.120194,-0.169567,1729.891
3,1,L,b_l_wrist,-0.03436046,2.060732,-0.1560914,1743.237
3,1,L,b_l_forearm_stub,-0.03436046,2.060732,-0.1560914,1743.237
3,1,L,b_l_thumb0,-0.03049457,2.085211,-0.1617734,1743.237
3,1,L,b_l_thumb1,-0.02403997,2.10754,-0.1705713,1743.237
3,1,L,b_l_thumb2,-0.008398782,2.133652,-0.1820007,1743.237
3,1,L,b_l_thumb3,0.02408222,2.142976,-0.1820787,1743.237
3,1,L,b_l_index1,-0.003783069,2.152834,-0.1359484,1743.237
3,1,L,b_l_index2,0.007375976,2.186564,-0.1226732,1743.237
3,1,L,b_l_index3,0.01599307,2.209135,-0.1200365,1743.237
3,1,L,b_l_middle1,0.01325524,2.139588,-0.1301635,1743.237
3,1,L,b_l_middle2,0.03164662,2.173149,-0.1107182,1743.237
3,1,L,b_l_middle3,0.04544028,2.196954,-0.1092968,1743.237
3,1,L,b_l_ring1,0.02660379,2.124344,-0.1348505,1743.237
3,1,L,b_l_ring2,0.0430651,2.148151,-0.1609835,1743.237
3,1,L,b_l_ring3,0.02797191,2.134566,-0.1781241,1743.237
3,1,L,b_l_pinky0,0.004132584,2.077771,-0.1535151,1743.237
3,1,L,b_l_pinky1,0.03733771,2.107555,-0.1438056,1743.237
3,1,L,b_l_pinky2,0.04323583,2.126383,-0.167353,1743.237
3,1,L,b_l_pinky3,0.02865816,2.113843,-0.1738944,1743.237
3,1,L,l_thumb_finger_tip_marker,0.04523698,2.13221,-0.1755392,1743.237
3,1,L,l_index_finger_tip_marker,0.02463414,2.228673,-0.1133384,1743.237
3,1,L,l_middle_finger_tip_marker,0.05824145,2.218146,-0.1058785,1743.237
3,1,L,l_ring_finger_tip_marker,0.0117637,2.118094,-0.1703553,1743.237
3,1,L,l_pinky_finger_tip_marker,0.01951754,2.102482,-0.1574779,1743.237
3,1,R,b_r_wrist,0.2131703,2.057587,-0.1510239,1743.237
3,1,R,b_r_forearm_stub,0.2131703,2.057587,-0.1510239,1743.237
3,1,R,b_r_thumb0,0.2190727,2.082312,-0.1515824,1743.237
3,1,R,b_r_thumb1,0.2166573,2.106045,-0.1585491,1743.237
3,1,R,b_r_thumb2,0.2058642,2.135081,-0.1684254,1743.237
3,1,R,b_r_thumb3,0.1795346,2.156107,-0.1709997,1743.237
3,1,R,b_r_index1,0.2111089,2.150213,-0.1158167,1743.237
3,1,R,b_r_index2,0.2090605,2.187884,-0.1119122,1743.237
3,1,R,b_r_index3,0.2078686,2.212117,-0.1133264,1743.237
3,1,R,b_r_middle1,0.1897929,2.143518,-0.1159945,1743.237
3,1,R,b_r_middle2,0.1716567,2.180622,-0.1042837,1743.237
3,1,R,b_r_middle3,0.1604291,2.205405,-0.0999577,1743.237
3,1,R,b_r_ring1,0.1736114,2.135225,-0.1260894,1743.237
3,1,R,b_r_ring2,0.1723572,2.162608,-0.1538255,1743.237
3,1,R,b_r_ring3,0.1885231,2.153014,-0.1726076,1743.237
3,1,R,b_r_pinky0,0.1830257,2.087082,-0.1509089,1743.237
3,1,R,b_r_pinky1,0.1602961,2.125199,-0.140212,1743.237
3,1,R,b_r_pinky2,0.1679019,2.142877,-0.1641579,1743.237
3,1,R,b_r_pinky3,0.1837858,2.135647,-0.1745495,1743.237
3,1,R,r_thumb_finger_tip_marker,0.1553752,2.16082,-0.1704328,1743.237
3,1,R,r_index_finger_tip_marker,0.2047015,2.234117,-0.1106416,1743.237
3,1,R,r_middle_finger_tip_marker,0.1486222,2.225528,-0.09099707,1743.237
3,1,R,r_ring_finger_tip_marker,0.2025029,2.133072,-0.1714778,1743.237
3,1,R,r_pinky_finger_tip_marker,0.1985711,2.120188,-0.1695958,1743.237
3,1,L,b_l_wrist,-0.03444781,2.060629,-0.1558963,1755.162
3,1,L,b_l_forearm_stub,-0.03444781,2.060629,-0.1558963,1755.162
3,1,L,b_l_thumb0,-0.03052957,2.08509,-0.1616219,1755.162
3,1,L,b_l_thumb1,-0.02402316,2.107388,-0.1704582,1755.162
3,1,L,b_l_thumb2,-0.008321386,2.133448,-0.1819228,1755.162
3,1,L,b_l_thumb3,0.02418094,2.142699,-0.1819911,1755.162
3,1,L,b_l_index1,-0.003698434,2.152707,-0.1359077,1755.162
3,1,L,b_l_index2,0.007512778,2.18644,-0.1226842,1755.162
3,1,L,b_l_index3,0.01616959,2.209001,-0.120085,1755.162
3,1,L,b_l_middle1,0.01330987,2.139438,-0.1300876,1755.162
3,1,L,b_l_middle2,0.03174851,2.173001,-0.1106901,1755.162
3,1,L,b_l_middle3,0.04558402,2.196784,-0.1092967,1755.162
3,1,L,b_l_ring1,0.02663074,2.124159,-0.1347379,1755.162
3,1,L,b_l_ring2,0.04315626,2.14789,-0.1608996,1755.162
3,1,L,b_l_ring3,0.02805253,2.134306,-0.1780314,1755.162
3,1,L,b_l_pinky0,0.004077674,2.077596,-0.1533287,1755.162
3,1,L,b_l_pinky1,0.03733644,2.107332,-0.143655,1755.162
3,1,L,b_l_pinky2,0.04328805,2.126108,-0.1672301,1755.162
3,1,L,b_l_pinky3,0.02869174,2.113584,-0.1737601,1755.162
3,1,L,l_thumb_finger_tip_marker,0.04530343,2.131891,-0.175414,1755.162
3,1,L,l_index_finger_tip_marker,0.02484203,2.228535,-0.1134176,1755.162
3,1,L,l_middle_finger_tip_marker,0.05842064,2.217957,-0.1058988,1755.162
3,1,L,l_ring_finger_tip_marker,0.01180768,2.117877,-0.1702468,1755.162
3,1,L,l_pinky_finger_tip_marker,0.01952012,2.10227,-0.1573282,1755.162
3,1,R,b_r_wrist,0.213233,2.057592,-0.1509878,1755.162
3,1,R,b_r_forearm_stub,0.213233,2.057592,-0.1509878,1755.162
3,1,R,b_r_thumb0,0.2191319,2.082317,-0.1515584,1755.162
3,1,R,b_r_thumb1,0.2167177,2.106044,-0.1585479,1755.162
3,1,R,b_r_thumb2,0.2059283,2.13507,-0.1684564,1755.162
3,1,R,b_r_thumb3,0.1795967,2.156088,-0.1710749,1755.162
3,1,R,b_r_index1,0.2111129,2.150245,-0.1158559,1755.162
3,1,R,b_r_index2,0.2090546,2.187919,-0.1119893,1755.162
3,1,R,b_r_index3,0.2078616,2.212151,-0.1134305,1755.162
3,1,R,b_r_middle1,0.1897983,2.143547,-0.1160545,1755.162
3,1,R,b_r_middle2,0.1716412,2.180653,-0.1043872,1755.162
3,1,R,b_r_middle3,0.1604033,2.205436,-0.1000877,1755.162
3,1,R,b_r_ring1,0.1736306,2.135242,-0.1261628,1755.162
3,1,R,b_r_ring2,0.1724,2.162606,-0.153919,1755.162
3,1,R,b_r_ring3,0.1885925,2.153006,-0.1726749,1755.162
3,1,R,b_r_pinky0,0.1830834,2.087082,-0.150933,1755.162
3,1,R,b_r_pinky1,0.1603343,2.125204,-0.1402939,1755.162
3,1,R,b_r_pinky2,0.1679622,2.142867,-0.1642433,1755.162
3,1,R,b_r_pinky3,0.1838618,2.135633,-0.1746083,1755.162
3,1,R,r_thumb_finger_tip_marker,0.1554349,2.160792,-0.1705368,1755.162
3,1,R,r_index_finger_tip_marker,0.2046883,2.234153,-0.1107714,1755.162
3,1,R,r_middle_finger_tip_marker,0.1485817,2.225561,-0.09115027,1755.162
3,1,R,r_ring_finger_tip_marker,0.2025772,2.133069,-0.1715111,1755.162
3,1,R,r_pinky_finger_tip_marker,0.1986438,2.120182,-0.1696201,1755.162
3,1,L,b_l_wrist,-0.03451623,2.060549,-0.1557435,1770.136
3,1,L,b_l_forearm_stub,-0.03451623,2.060549,-0.1557435,1770.136
3,1,L,b_l_thumb0,-0.03055728,2.084995,-0.1615029,1770.136
3,1,L,b_l_thumb1,-0.02401083,2.10727,-0.170369,1770.136
3,1,L,b_l_thumb2,-0.008262142,2.133289,-0.1818614,1770.136
3,1,L,b_l_thumb3,0.02425635,2.142482,-0.1819229,1770.136
3,1,L,b_l_index1,-0.003633099,2.152608,-0.1358748,1770.136
3,1,L,b_l_index2,0.007619625,2.186343,-0.1226921,1770.136
3,1,L,b_l_index3,0.0163078,2.208895,-0.1201221,1770.136
3,1,L,b_l_middle1,0.01335183,2.139321,-0.1300274,1770.136
3,1,L,b_l_middle2,0.0318286,2.172885,-0.1106679,1770.136
3,1,L,b_l_middle3,0.04569744,2.19665,-0.1092979,1770.136
3,1,L,b_l_ring1,0.0266511,2.124014,-0.1346491,1770.136
3,1,L,b_l_ring2,0.04322623,2.147685,-0.1608338,1770.136
3,1,L,b_l_ring3,0.02811351,2.134101,-0.1779579,1770.136
3,1,L,b_l_pinky0,0.004034382,2.077459,-0.1531825,1770.136
3,1,L,b_l_pinky1,0.0373348,2.107158,-0.1435366,1770.136
3,1,L,b_l_pinky2,0.04332767,2.125893,-0.1671338,1770.136
3,1,L,b_l_pinky3,0.02871656,2.113381,-0.1736543,1770.136
3,1,L,l_thumb_finger_tip_marker,0.0453546,2.131645,-0.1753171,1770.136
3,1,L,l_index_finger_tip_marker,0.02500512,2.228426,-0.1134785,1770.136
3,1,L,l_middle_finger_tip_marker,0.05856235,2.217808,-0.1059176,1770.136
3,1,L,l_ring_finger_tip_marker,0.0118401,2.117707,-0.1701603,1770.136
3,1,L,l_pinky_finger_tip_marker,0.01952058,2.102104,-0.1572106,1770.136
3,1,R,b_r_wrist,0.213282,2.057595,-0.1509594,1770.136
3,1,R,b_r_forearm_stub,0.213282,2.057595,-0.1509594,1770.136
3,1,R,b_r_thumb0,0.2191783,2.082321,-0.1515395,1770.136
3,1,R,b_r_thumb1,0.2167657,2.106043,-0.1585464,1770.136
3,1,R,b_r_thumb2,0.2059799,2.135061,-0.1684806,1770.136
3,1,R,b_r_thumb3,0.1796472,2.156074,-0.1711341,1770.136
3,1,R,b_r_index1,0.2111165,2.15027,-0.1158861,1770.136
3,1,R,b_r_index2,0.2090504,2.187946,-0.1120479,1770.136
3,1,R,b_r_index3,0.2078563,2.212176,-0.1135092,1770.136
3,1,R,b_r_middle1,0.189803,2.143569,-0.1161011,1770.136
3,1,R,b_r_middle2,0.1716298,2.180678,-0.104469,1770.136
3,1,R,b_r_middle3,0.1603841,2.205462,-0.1001911,1770.136
3,1,R,b_r_ring1,0.1736459,2.135256,-0.1262197,1770.136
3,1,R,b_r_ring2,0.1724345,2.162605,-0.1539918,1770.136
3,1,R,b_r_ring3,0.1886473,2.152998,-0.1727272,1770.136
3,1,R,b_r_pinky0,0.1831286,2.087082,-0.1509514,1770.136
3,1,R,b_r_pinky1,0.1603644,2.125207,-0.1403573,1770.136
3,1,R,b_r_pinky2,0.1680101,2.142859,-0.1643096,1770.136
3,1,R,b_r_pinky3,0.1839216,2.135622,-0.1746541,1770.136
3,1,R,r_thumb_finger_tip_marker,0.1554838,2.160772,-0.1706193,1770.136
3,1,R,r_index_finger_tip_marker,0.2046781,2.234181,-0.1108692,1770.136
3,1,R,r_middle_finger_tip_marker,0.148551,2.225588,-0.09127278,1770.136
3,1,R,r_ring_finger_tip_marker,0.2026355,2.133065,-0.1715374,1770.136
3,1,R,r_pinky_finger_tip_marker,0.1987012,2.120177,-0.16964,1770.136
3,1,L,b_l_wrist,-0.03451639,2.060548,-0.1557431,1784.287
3,1,L,b_l_forearm_stub,-0.03451639,2.060548,-0.1557431,1784.287
3,1,L,b_l_thumb0,-0.03055735,2.084994,-0.1615026,1784.287
3,1,L,b_l_thumb1,-0.0240108,2.107269,-0.1703688,1784.287
3,1,L,b_l_thumb2,-0.008261996,2.133288,-0.1818613,1784.287
3,1,L,b_l_thumb3,0.02425653,2.142482,-0.1819228,1784.287
3,1,L,b_l_index1,-0.003632935,2.152607,-0.1358747,1784.287
3,1,L,b_l_index2,0.007619889,2.186343,-0.1226921,1784.287
3,1,L,b_l_index3,0.01630814,2.208894,-0.1201222,1784.287
3,1,L,b_l_middle1,0.01335194,2.13932,-0.1300273,1784.287
3,1,L,b_l_middle2,0.03182881,2.172884,-0.1106679,1784.287
3,1,L,b_l_middle3,0.04569772,2.196649,-0.1092979,1784.287
3,1,L,b_l_ring1,0.02665115,2.124013,-0.1346489,1784.287
3,1,L,b_l_ring2,0.0432264,2.147685,-0.1608337,1784.287
3,1,L,b_l_ring3,0.02811366,2.134101,-0.1779577,1784.287
3,1,L,b_l_pinky0,0.004034273,2.077459,-0.1531821,1784.287
3,1,L,b_l_pinky1,0.0373348,2.107157,-0.1435363,1784.287
3,1,L,b_l_pinky2,0.04332777,2.125892,-0.1671335,1784.287
3,1,L,b_l_pinky3,0.02871662,2.11338,-0.1736541,1784.287
3,1,L,l_thumb_finger_tip_marker,0.04535474,2.131645,-0.1753169,1784.287
3,1,L,l_index_finger_tip_marker,0.02500553,2.228426,-0.1134786,1784.287
3,1,L,l_middle_finger_tip_marker,0.0585627,2.217808,-0.1059177,1784.287
3,1,L,l_ring_finger_tip_marker,0.01184018,2.117706,-0.1701601,1784.287
3,1,L,l_pinky_finger_tip_marker,0.01952058,2.102103,-0.1572103,1784.287
3,1,R,b_r_wrist,0.2132822,2.057595,-0.1509593,1784.287
3,1,R,b_r_forearm_stub,0.2132822,2.057595,-0.1509593,1784.287
3,1,R,b_r_thumb0,0.2191785,2.082321,-0.1515395,1784.287
3,1,R,b_r_thumb1,0.2167658,2.106043,-0.1585464,1784.287
3,1,R,b_r_thumb2,0.20598,2.135061,-0.1684806,1784.287
3,1,R,b_r_thumb3,0.1796473,2.156074,-0.1711342,1784.287
3,1,R,b_r_index1,0.2111165,2.15027,-0.1158862,1784.287
3,1,R,b_r_index2,0.2090504,2.187946,-0.1120481,1784.287
3,1,R,b_r_index3,0.2078563,2.212176,-0.1135094,1784.287
3,1,R,b_r_middle1,0.189803,2.143569,-0.1161012,1784.287
3,1,R,b_r_middle2,0.1716297,2.180678,-0.1044692,1784.287
3,1,R,b_r_middle3,0.1603841,2.205462,-0.1001914,1784.287
3,1,R,b_r_ring1,0.173646,2.135256,-0.1262199,1784.287
3,1,R,b_r_ring2,0.1724346,2.162605,-0.153992,1784.287
3,1,R,b_r_ring3,0.1886474,2.152998,-0.1727273,1784.287
3,1,R,b_r_pinky0,0.1831287,2.087082,-0.1509514,1784.287
3,1,R,b_r_pinky1,0.1603645,2.125207,-0.1403575,1784.287
3,1,R,b_r_pinky2,0.1680102,2.142859,-0.1643098,1784.287
3,1,R,b_r_pinky3,0.1839218,2.135622,-0.1746542,1784.287
3,1,R,r_thumb_finger_tip_marker,0.1554839,2.160772,-0.1706195,1784.287
3,1,R,r_index_finger_tip_marker,0.2046781,2.234181,-0.1108695,1784.287
3,1,R,r_middle_finger_tip_marker,0.148551,2.225588,-0.0912731,1784.287
3,1,R,r_ring_finger_tip_marker,0.2026356,2.133065,-0.1715374,1784.287
3,1,R,r_pinky_finger_tip_marker,0.1987014,2.120177,-0.16964,1784.287
3,1,L,b_l_wrist,-0.03457039,2.060485,-0.1556225,1801.423
3,1,L,b_l_forearm_stub,-0.03457039,2.060485,-0.1556225,1801.423
3,1,L,b_l_thumb0,-0.03057946,2.084919,-0.1614085,1801.423
3,1,L,b_l_thumb1,-0.02400167,2.107176,-0.170298,1801.423
3,1,L,b_l_thumb2,-0.008216244,2.133163,-0.1818125,1801.423
3,1,L,b_l_thumb3,0.0243147,2.142312,-0.1818692,1801.423
3,1,L,b_l_index1,-0.003582111,2.152529,-0.135848,1801.423
3,1,L,b_l_index2,0.007703847,2.186266,-0.1226978,1801.423
3,1,L,b_l_index3,0.01641701,2.20881,-0.1201506,1801.423
3,1,L,b_l_middle1,0.01338442,2.139228,-0.1299791,1801.423
3,1,L,b_l_middle2,0.031892,2.172792,-0.1106501,1801.423
3,1,L,b_l_middle3,0.04578746,2.196543,-0.1092992,1801.423
3,1,L,b_l_ring1,0.02666667,2.123899,-0.1345784,1801.423
3,1,L,b_l_ring2,0.04328062,2.147522,-0.1607817,1801.423
3,1,L,b_l_ring3,0.02816031,2.133939,-0.1778989,1801.423
3,1,L,b_l_pinky0,0.003999906,2.077351,-0.1530666,1801.423
3,1,L,b_l_pinky1,0.03733303,2.10702,-0.1434426,1801.423
3,1,L,b_l_pinky2,0.04335817,2.125722,-0.1670574,1801.423
3,1,L,b_l_pinky3,0.0287352,2.11322,-0.1735703,1801.423
3,1,L,l_thumb_finger_tip_marker,0.04539442,2.131453,-0.1752412,1801.423
3,1,L,l_index_finger_tip_marker,0.02513419,2.228339,-0.1135257,1801.423
3,1,L,l_middle_finger_tip_marker,0.05867509,2.21769,-0.1059339,1801.423
3,1,L,l_ring_finger_tip_marker,0.01186442,2.117571,-0.1700908,1801.423
3,1,L,l_pinky_finger_tip_marker,0.01951994,2.101973,-0.1571173,1801.423
3,1,R,b_r_wrist,0.2133209,2.057598,-0.150937,1801.423
3,1,R,b_r_forearm_stub,0.2133209,2.057598,-0.150937,1801.423
3,1,R,b_r_thumb0,0.2192151,2.082324,-0.1515245,1801.423
3,1,R,b_r_thumb1,0.2168041,2.106042,-0.1585451,1801.423
3,1,R,b_r_thumb2,0.2060216,2.135055,-0.1684996,1801.423
3,1,R,b_r_thumb3,0.1796883,2.156063,-0.171181,1801.423
3,1,R,b_r_index1,0.2111196,2.15029,-0.1159098,1801.423
3,1,R,b_r_index2,0.2090474,2.187967,-0.1120933,1801.423
3,1,R,b_r_index3,0.2078524,2.212197,-0.1135697,1801.423
3,1,R,b_r_middle1,0.1898069,2.143586,-0.1161376,1801.423
3,1,R,b_r_middle2,0.1716212,2.180698,-0.1045339,1801.423
3,1,R,b_r_middle3,0.1603695,2.205482,-0.1002737,1801.423
3,1,R,b_r_ring1,0.1736583,2.135267,-0.1262643,1801.423
3,1,R,b_r_ring2,0.1724624,2.162603,-0.1540491,1801.423
3,1,R,b_r_ring3,0.188691,2.152992,-0.1727683,1801.423
3,1,R,b_r_pinky0,0.1831644,2.087081,-0.1509658,1801.423
3,1,R,b_r_pinky1,0.1603885,2.125209,-0.1404071,1801.423
3,1,R,b_r_pinky2,0.1680484,2.142852,-0.1643616,1801.423
3,1,R,b_r_pinky3,0.1839692,2.135613,-0.1746902,1801.423
3,1,R,r_thumb_finger_tip_marker,0.1555237,2.160758,-0.170685,1801.423
3,1,R,r_index_finger_tip_marker,0.2046703,2.234202,-0.1109444,1801.423
3,1,R,r_middle_finger_tip_marker,0.1485275,2.22561,-0.09137104,1801.423
3,1,R,r_ring_finger_tip_marker,0.2026817,2.133062,-0.1715582,1801.423
3,1,R,r_pinky_finger_tip_marker,0.1987469,2.120173,-0.1696561,1801.423
3,1,L,b_l_wrist,-0.03461286,2.060435,-0.1555276,1815.401
3,1,L,b_l_forearm_stub,-0.03461286,2.060435,-0.1555276,1815.401
3,1,L,b_l_thumb0,-0.03059704,2.08486,-0.1613343,1815.401
3,1,L,b_l_thumb1,-0.02399495,2.107102,-0.1702419,1815.401
3,1,L,b_l_thumb2,-0.008181018,2.133064,-0.1817738,1815.401
3,1,L,b_l_thumb3,0.02435946,2.142179,-0.1818271,1815.401
3,1,L,b_l_index1,-0.003542721,2.152467,-0.1358264,1815.401
3,1,L,b_l_index2,0.007769511,2.186205,-0.1227017,1815.401
3,1,L,b_l_index3,0.0165023,2.208744,-0.1201722,1815.401
3,1,L,b_l_middle1,0.01340946,2.139155,-0.1299408,1815.401
3,1,L,b_l_middle2,0.03194151,2.17272,-0.1106357,1815.401
3,1,L,b_l_middle3,0.04585798,2.196459,-0.1093002,1815.401
3,1,L,b_l_ring1,0.02667845,2.12381,-0.1345225,1815.401
3,1,L,b_l_ring2,0.04332249,2.147396,-0.1607406,1815.401
3,1,L,b_l_ring3,0.02819594,2.133811,-0.1778522,1815.401
3,1,L,b_l_pinky0,0.003972725,2.077267,-0.1529758,1815.401
3,1,L,b_l_pinky1,0.03733131,2.106913,-0.1433686,1815.401
3,1,L,b_l_pinky2,0.04338139,2.125589,-0.1669973,1815.401
3,1,L,b_l_pinky3,0.0287491,2.113095,-0.1735041,1815.401
3,1,L,l_thumb_finger_tip_marker,0.04542508,2.131303,-0.1751821,1815.401
3,1,L,l_index_finger_tip_marker,0.02523514,2.228271,-0.1135621,1815.401
3,1,L,l_middle_finger_tip_marker,0.05876357,2.217597,-0.1059473,1815.401
3,1,L,l_ring_finger_tip_marker,0.01188253,2.117465,-0.1700356,1815.401
3,1,L,l_pinky_finger_tip_marker,0.01951874,2.10187,-0.1570439,1815.401
3,1,R,b_r_wrist,0.2133514,2.0576,-0.1509194,1815.401
3,1,R,b_r_forearm_stub,0.2133514,2.0576,-0.1509194,1815.401
3,1,R,b_r_thumb0,0.219244,2.082327,-0.1515127,1815.401
3,1,R,b_r_thumb1,0.2168344,2.106042,-0.1585438,1815.401
3,1,R,b_r_thumb2,0.2060548,2.13505,-0.1685144,1815.401
3,1,R,b_r_thumb3,0.179721,2.156055,-0.1712178,1815.401
3,1,R,b_r_index1,0.2111223,2.150305,-0.1159282,1815.401
3,1,R,b_r_index2,0.2090452,2.187984,-0.1121281,1815.401
3,1,R,b_r_index3,0.2078495,2.212213,-0.1136159,1815.401
3,1,R,b_r_middle1,0.1898103,2.143599,-0.1161658,1815.401
3,1,R,b_r_middle2,0.1716148,2.180714,-0.1045849,1815.401
3,1,R,b_r_middle3,0.1603585,2.205498,-0.1003388,1815.401
3,1,R,b_r_ring1,0.1736683,2.135275,-0.1262989,1815.401
3,1,R,b_r_ring2,0.1724847,2.162602,-0.1540938,1815.401
3,1,R,b_r_ring3,0.1887255,2.152987,-0.1728002,1815.401
3,1,R,b_r_pinky0,0.1831926,2.087081,-0.1509768,1815.401
3,1,R,b_r_pinky1,0.1604075,2.125212,-0.1404457,1815.401
3,1,R,b_r_pinky2,0.1680786,2.142847,-0.164402,1815.401
3,1,R,b_r_pinky3,0.1840066,2.135606,-0.1747182,1815.401
3,1,R,r_thumb_finger_tip_marker,0.1555557,2.160747,-0.1707366,1815.401
3,1,R,r_index_finger_tip_marker,0.2046643,2.234219,-0.1110018,1815.401
3,1,R,r_middle_finger_tip_marker,0.1485097,2.225628,-0.09144875,1815.401
3,1,R,r_ring_finger_tip_marker,0.202718,2.133059,-0.1715745,1815.401
3,1,R,r_pinky_finger_tip_marker,0.1987828,2.120169,-0.1696689,1815.401
3,1,L,b_l_wrist,-0.0346465,2.060395,-0.1554525,1831.699
3,1,L,b_l_forearm_stub,-0.0346465,2.060395,-0.1554525,1831.699
3,1,L,b_l_thumb0,-0.0306111,2.084814,-0.1612754,1831.699
3,1,L,b_l_thumb1,-0.02398999,2.107044,-0.1701973,1831.699
